name|city|state|address|suggestion
Shawnessy YMCA|Calgary|AB|333 Shawville Blvd SE|Equipments affects your ratings severely, you should maintain them better or update them.	You should shorten waiting time in your gym.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Barreworks|Toronto|ON|625 Queen Street W, 3rd Floor|It is a good idea to provide some exercise class in  your gym.	Your should hold more facilities for woman. 	We recommend you to set you gym's signs clear.	We recommend you provide some special appointment service for customers.
Planet Fitness - Chandler Ahwatukee - AZ|Chandler|AZ|1020 N 54th St|We recommend you to develop a good membership system.	Avoid declining card when customers making a payment.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.
Anytime Fitness|Murrysville (Monroeville)|PA|5050 William Penn Hwy|We suggest you make the price of the gym reasonable.	Treadmill is crucial to a gym, you should maintain them better or update them.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.
Burn Boot Camp|Surprise|AZ|12100 N Dysart Rd|We suggest you make the price of the gym reasonable.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Achieve Fitness Studio|Lakewood|OH|18626 Detroit Ave|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	It is a good idea to provide some exercise class in  your gym.	Your staff should be more qualified, responsible and hospitable.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Recharge Salon & Fitness|Las Vegas|NV|4322 W Flamingo Rd|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89147.	Equipments affects your ratings severely, you should maintain them better or update them.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Club SAR Fitness Center|Scottsdale|AZ|8055 E Camelback Rd|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you to develop a good membership system.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Omni Elite Athletix|Indian Trail|NC|1426 Babbage Ln|We suggest you make the price of the gym reasonable.	The distance between your gym and residents is an issue. Please move to more popular districts.	It's time to clean you gym.	We recommend that you provide some place to look after pets when people exercise in your gym.
Maximum Fitness|Scottsdale|AZ|8551 E Anderson Dr, Ste 101|We recommend you to develop a good membership system.	We suggest you make the price of the gym reasonable.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We recommend you provide some special appointment service for customers.
LA Fitness|Mississauga|ON|3055 Vega Blvd|Your staff should be more qualified, responsible and hospitable.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code L4W 1J8.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Health 360|Mayfield|OH|700 Beta Dr|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	 We recommend you to improve gyms's service quality.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
CaVaBien Hair Studio & Day Spa|Calgary|AB|2049 42 Avenue SW|You should provide massage service in your gym.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you to develop a good membership system.	We recommend you provide some special appointment service for customers.
Bodysport Fitness Center|Las Vegas|NV|1922 Rock Springs Dr|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89147.	You should create some children-friendly facility to attract customers.	 We recommend you to improve gyms's service quality.	We recommend you provide some special appointment service for customers.
Mentor Heisley Racquet and Fitness Club|Mentor|OH|6000 Heisley Rd|We recommend you to develop a good membership system.	We suggest you make the price of the gym reasonable.	Your staff should be more qualified, responsible and hospitable.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.	We recommend you to provide bike parking place and direct them clearly.
E身S Fitness - Las Vegas: Durango/215|Las Vegas|NV|7070 S Durango Dr|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89147.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Planet Fitness - Charlotte - Whitehall|Charlotte|NC|2401 Whitehall Park Dr, Ste 500|Your staff should be more qualified, responsible and hospitable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28203.	Avoid declining card when customers making a payment.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Movement Studio Pittsburgh|Imperial|PA|271 Main St|You are recommended to add Yoga related facilities and trainers since it is popular.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 15126.
Fitness 1|Mesa|AZ|1641 Stapley Dr|It is a good idea to provide some exercise class in  your gym.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85204.
Crossfit Modulus|Las Vegas|NV|7175 W Lake Mead Blvd, Ste 160|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	We suggest you make the price of the gym reasonable.	 We recommend you to improve gyms's service quality.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Metroflex Gym|Phoenix|AZ|1950 W Rose Garden Ln|We recommend you to develop a good membership system.	We suggest you make the price of the gym reasonable.	The contract should be realistic and outright. Something ambiguous or misleading should be avoided.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Spa & Salon At ARIA|Las Vegas|NV|3730 Las Vegas Blvd S|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	Swimming pool really attract customers, it is worthy to hold a good one in your gym.	We recommend you to provide bike parking place and direct them clearly.
GoodLife Fitness|Vaughan|ON|8100 27 Highway|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Planet Fitness - Garfield Heights|Garfield Heights|OH|12604 Rockside Rd|Your staff should be more qualified, responsible and hospitable.	Equipments affects your ratings severely, you should maintain them better or update them.	Avoid declining card when customers making a payment.	We recommend you provide some special appointment service for customers.
Smart Gym|Chandler|AZ|4901 S Arizona Ave|Contact is crucial, you should always keep in touch with custommers through phone or e-mail.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Parking lot and its directive are important, you should provide them to customers. 	We recommend you provide some special appointment service for customers.
Crossfit 6S|Toronto|ON|209 Adelaide St E|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M4K 2P7.
Fierce Girl Fitness|Calgary|AB|822 11th Ave SW, Lower Level|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code T2E 8Z9.	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.
Impact Fitness|Brampton|ON|80 Hale Road, Unit 5|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	We recommend you to provide bike parking place and direct them clearly.	We recommend that you provide some place to look after pets when people exercise in your gym.
Shine Alternative Fitness|Las Vegas|NV|6415 S Tenaya Way, Ste 100|It is a good idea to provide some exercise class in  your gym.	You are recommended to add Yoga related facilities and trainers since it is popular.	We recommend you to develop a good membership system.
Power Hour 360 - Summerlin|Las Vegas|NV|10595 Discovery Dr, Ste 4|We recommend you increase cardio-sport equipments since it is popular.	It is a good idea to provide some exercise class in  your gym.	Treadmill is crucial to a gym, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	We recommend that you provide some place to look after pets when people exercise in your gym.
Fitworks Stow|Stow|OH|4301 Kent Rd, Ste 26|Parking lot and its directive are important, you should provide them to customers. 	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 44224.	We suggest you make the price of the gym reasonable.
Orangetheory Fitness Downtown Phoenix|Phoenix|AZ|50 W Jefferson St|We recommend you to develop a good membership system.	Your staff should be more qualified, responsible and hospitable.	We recommend you to set you gym's signs clear.
Anytime Fitness|Phoenix|AZ|15610 N 7th St|We suggest you make the price of the gym reasonable.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	 We recommend you to improve gyms's service quality.	We recommend you provide some special appointment service for customers.
EDGE Fitness|Henderson|NV|771 E Horizon Dr|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89052.	We recommend you provide some special appointment service for customers.	We recommend you to provide bike parking place and direct them clearly.
Planet Fitness|Madison|WI|41 E Towne Mall|Avoid declining card when customers making a payment.	It is a good idea to provide some exercise class in  your gym.	We recommend you to develop a good membership system.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Laughing Buddha Yoga Studio|Charlotte|NC|720 Governor Morrison St, Ste E-140|We suggest you make the price of the gym reasonable.	We recommend you to set you gym's signs clear.	It is a good idea to provide some exercise class in  your gym.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
The Training Room PHX|Phoenix|AZ|3550 E Indian School Rd|Equipments affects your ratings severely, you should maintain them better or update them.	It is a good idea to provide some exercise class in  your gym.	We suggest you offer some drinks for thirsty people during exercise.
CrossFit Strength|Charlotte|NC|1319 Central Ave|It is a good idea to provide some exercise class in  your gym.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28203.	It's time to clean you gym.
Planet Fitness - Charlotte - South Blvd.|Charlotte|NC|6025 S Blvd|We recommend you to develop a good membership system.	Avoid declining card when customers making a payment.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	We recommend you to provide bike parking place and direct them clearly.
Studio 1-on-1 Fitness Training|Charlotte|NC|2108 S Blvd, Ste 113|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28203.	It's time to clean you gym.
LA Fitness|Bethel Park|PA|3000 Oxford Drive|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	Parking lot and its directive are important, you should provide them to customers. 
Multigym|Montr谷al|QC|88 Rue Queen|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code H1V 3J3.	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Anytime Fitness|Toronto|ON|2739 Yonge St|Parking lot and its directive are important, you should provide them to customers. 	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	We recommend you to provide bike parking place and direct them clearly.
Mississauga Family Fitness|Mississauga|ON|3100 Dixie Road|Parking lot and its directive are important, you should provide them to customers. 	Your staff should be more qualified, responsible and hospitable.	We suggest you improve the management of your gym.
Fitness 19|North Las Vegas|NV|5465 Simmons St|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	We recommend you to develop a good membership system.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Phoenix Cheer Elite|Phoenix|AZ|18401 N 25th Ave|We suggest you make the price of the gym reasonable.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
The Fitness Factory|Charlotte|NC|2226 North Davidson St|We recommend you to develop a good membership system.	Equipments affects your ratings severely, you should maintain them better or update them.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Parking lot and its directive are important, you should provide them to customers.	We recommend you to provide bike parking place and direct them clearly.
Princeton Club|Madison|WI|8080 Watts Rd|Your staff should be more qualified, responsible and hospitable.	Swimming pool really attract customers, it is worthy to hold a good one in your gym.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Stillwater Spa|Calgary|AB|700 Centre Street SE|You should provide massage service in your gym.	We suggest you make the price of the gym reasonable.	We recommend that you make your room more comfortable.
Anytime Fitness|Fitchburg|WI|2980 Cahill Main|Equipments affects your ratings severely, you should maintain them better or update them.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 53719.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	We recommend that you provide some place to look after pets when people exercise in your gym.
Avalon Salon & Spa|Calgary|AB|1516 11th Street SW|Your staff should be more qualified, responsible and hospitable.	Your should hold more facilities for woman. 	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
North Valley Gymnastics|Phoenix|AZ|20815 N 28th St, Ste 100|You should broaden your gym's space.	It is a good idea to provide some exercise class in  your gym.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85018.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Edgemont World Health|Calgary|AB|7222 Edgemont Blvd NW|Parking lot and its directive are important, you should provide them to customers. 	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.
FigureFitMiss|Scottsdale|AZ|2980 E Hayden Rd|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85260.	It's time to clean you gym.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
RDLFITNESS|Pittsburgh|PA||It is a good idea to provide some exercise class in  your gym.	You should shorten waiting time in your gym.	We suggest you make the price of the gym reasonable.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
GoodLife Fitness|North York|ON|5650 Yonge St|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M2N 1M4.	Your staff should be more qualified, responsible and hospitable.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Studio51fifty|Charlotte|NC|818 Lamar Ave|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28203.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Cleveland Rock Gym|Euclid|OH|21200 Saint Clair Ave|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 44117.	Parking lot and its directive are important, you should provide them to customers. 	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Anytime Fitness|Gilbert|AZ|3133 S Lindsay Rd, Ste 103|Your staff should be more qualified, responsible and hospitable.	We suggest you improve the management of your gym.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85296.
Club One-Fox Chapel|Pittsburgh|PA|921 Freeport Rd|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 15206.	This word refers to a wide range of aspects. For example, being extremely busy may lead to a low star.	Your staff should be more qualified, responsible and hospitable.
CrossFit FSI|Scottsdale|AZ|7645 E Evans Rd, Ste 145|Your staff should be more qualified, responsible and hospitable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85260.	It's time to clean you gym.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Whitby Supernova Gymnastics Club|Whitby|ON|111 Industrial Drive, Suite 9,10|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	The distance between your gym and residents is an issue. Please move to more popular districts.	Parking lot and its directive are important, you should provide them to customers.
Open Gym Fitness|Las Vegas|NV|10010 W Cheyenne Ave, Ste 110|It's time to clean you gym.	 We recommend you to improve gyms's service quality.	Parking lot and its directive are important, you should provide them to customers. 	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Family Life Center|Phoenix|AZ|5757 N Central Ave|We recommend that you make your room more comfortable.	You are recommended to add Yoga related facilities and trainers since it is popular.	 We recommend you to improve gyms's service quality.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Smart Gym|Scottsdale|AZ|13802 N Scottsdale Rd|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85260.	We recommend you to develop a good membership system.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Snap Fitness|Verona|WI|1039 North Edge Trl|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	It's time to clean you gym.
Crossfit Quantum|Toronto|ON|2 Thorncliffe Park Dr, Unit 36|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M4K 2P7.	A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	We suggest you make the price of the gym reasonable.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Yoga to the People|Tempe|AZ|117 E 5th St, Ste 101|It is a good idea to provide some exercise class in  your gym.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.
Extreme Fitness|Toronto|ON|635 Danforth Avenue|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M4K 2P7.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you to develop a good membership system.
Penn Hills YMCA|Pittsburgh|PA|11817 Frankstown Rd|We suggest you make the price of the gym reasonable.	Your staff should be more qualified, responsible and hospitable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 15206.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
CrossFit Incendia|Peoria|AZ|21465 N 78th Ave, Ste 180|It is a good idea to provide some exercise class in  your gym.	We suggest you make the price of the gym reasonable.	 We recommend you to improve gyms's service quality.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Gold's Gym|Calgary|AB|5111 Northland Dr NW|We suggest you offer some drinks for thirsty people during exercise.	We suggest you make the price of the gym reasonable.	It's time to clean you gym.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Las Vegas Athletic Club|Las Vegas|NV|2655 Maryland Pkwy|Your staff should be more qualified, responsible and hospitable.	We suggest you offer some drinks for thirsty people during exercise.	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Fitness Clubs of Canada|Aurora|ON|14751 Yonge Street|It feels hot in your gym, you should take action to lower it, such as keeping AC.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code L4G 3V2.	Your staff should be more qualified, responsible and hospitable.
Alter Ego Fitness|Scottsdale|AZ|2515 N Scottsdale Rd, Ste 20|Your staff should be more qualified, responsible and hospitable.	It is a good idea to provide some exercise class in  your gym.	We suggest you employ some professional trainers in your gym to attract people.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Stockyards Boxing & Fitness Centre|Toronto|ON|215 Ryding Avenue|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	We suggest you make the price of the gym reasonable.	It's time to clean you gym.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
GoodLife Fitness|Mississauga|ON|3045 Mavis Rd|This word refers to a wide range of aspects. For example, being extremely busy may lead to a low star.	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Express Fitness|Henderson|NV|200 E Lake Mead Pkwy, Suite 100|We recommend you to set you gym's signs clear.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89052.	It is a good idea to provide some exercise class in  your gym.
Planet Fitness - Monroe|Monroe|NC|2107 West Roosevelt Blvd|We suggest you make the price of the gym reasonable.	Equipments affects your ratings severely, you should maintain them better or update them.	 We recommend you to improve gyms's service quality.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Fit Body Boot Camp|Henderson|NV|1450 W Horizon Ridge Pkwy, Ste B308-B309|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	Avoid declining card when customers making a payment.
Desired Physiques Fitness Center|Surprise|AZ|14763 W Cactus Rd, Ste 112|We suggest you make the price of the gym reasonable.	Your staff should be more qualified, responsible and hospitable.	You should shorten waiting time in your gym.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
9Round Kickboxing|Charlotte|NC|2115 E Arbors Dr, Ste 160|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28203.	Avoid declining card when customers making a payment.	Your staff should be more qualified, responsible and hospitable.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Planet Fitness - Charlotte - University Blvd|Charlotte|NC|10215-B University City Blvd|Avoid declining card when customers making a payment.	We recommend you to develop a good membership system.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28203.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Red Mountain Center|Mesa|AZ|7550 E Adobe St|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85204.	We suggest you make the price of the gym reasonable.	It's time to clean you gym.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Orangetheory Fitness Spring Valley|Spring Valley|NV|5990 S Rainbow Blvd| We recommend you to improve gyms's service quality.	We suggest you employ some professional trainers in your gym to attract people.	Parking lot and its directive are important, you should provide them to customers. 
Leap 4 Fun|Henderson|NV||You should shorten waiting time in your gym.	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.
Nurture Spa & Salon|Las Vegas|NV|3900 Las Vegas Blvd S|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89147.	You should provide massage service in your gym.	We recommend you to provide bike parking place and direct them clearly.
Rugged Crossfit 702|Las Vegas|NV|6040 S Fort Apache Rd, Ste 101|It's time to clean you gym.	 We recommend you to improve gyms's service quality.	We recommend you to develop a good membership system.	We recommend you provide some special appointment service for customers.
Fitness Connection|North York|ON|900 Don Mills Road|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M2N 1M4.	We recommend you to offer lockers in your gym.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
GoodLife Fitness|Toronto|ON|533 College St|We recommend you to offer lockers in your gym.	Parking lot and its directive are important, you should provide them to customers. 	It is a good idea to provide some exercise class in  your gym.	We recommend you to provide bike parking place and direct them clearly.
CYKL|Toronto|ON|68 Bathurst St|We recommend you increase cardio-sport equipments since it is popular.	Parking lot and its directive are important, you should provide them to customers. 	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.
Flip For Me Gymnastics|Las Vegas|NV|8425 S Duneville St|You should create some children-friendly facility to attract customers.	We suggest you employ some professional trainers in your gym to attract people.	Your should hold more facilities for woman. 
Spa and Salon at Bellagio|Las Vegas|NV|3600 S Las Vegas Blvd|We suggest you make the price of the gym reasonable.	 We recommend you to improve gyms's service quality.	Swimming pool really attract customers, it is worthy to hold a good one in your gym.	We recommend you to provide bike parking place and direct them clearly.
In-Ground Trampolines|Phoenix|AZ|2145 E Jones Ave|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85018.
The Ride Premium Indoor Cycling|Las Vegas|NV|4245 S Grand Canyon Dr, Ste 116|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	 We recommend you to improve gyms's service quality.	It is a good idea to provide some exercise class in  your gym.	We recommend you provide some special appointment service for customers.	We recommend that you provide some place to look after pets when people exercise in your gym.
The Fitness Center at Birkdale|Huntersville|NC|16645 Birkdale Commons Pkwy|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28078.	We suggest you make the price of the gym reasonable.	We recommend you to set you gym's signs clear.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
GoodLife Fitness|North York|ON|50 Sheppard Avenue E|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M2N 1M4.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	It is a good idea to provide some exercise class in  your gym.
LA Fitness|Toronto|ON|1380 Don Mills Road|We suggest you offer some drinks for thirsty people during exercise.	We recommend you to offer lockers in your gym.	Your staff should be more qualified, responsible and hospitable.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Focus on Fitness by Brenda|Chandler|AZ|221 E Willis Rd|It is a good idea to provide some exercise class in  your gym.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.	We recommend that you provide some place to look after pets when people exercise in your gym.
The Danger Room Gym|Scottsdale|AZ|4130 North Goldwater Blvd|You should broaden your gym's space.	We suggest you employ some professional trainers in your gym to attract people.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85260.	Parking lot and its directive are important, you should provide them to customers.
Body By Jay Fitness|Pittsburgh|PA|3922 Foster St|It is a good idea to provide some exercise class in  your gym.	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	Parking lot and its directive are important, you should provide them to customers.	We recommend you to provide bike parking place and direct them clearly.	We recommend that you provide some place to look after pets when people exercise in your gym.
Class Fitness|Scottsdale|AZ|2980 N Hayden Rd|It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.	 We recommend you to improve gyms's service quality.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Snap Fitness|Mississauga|ON|1900 Fowler Drive, www.snapfitness.com|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	We suggest you make the price of the gym reasonable.	Your staff should be more qualified, responsible and hospitable.
RhythmCycle|Scottsdale|AZ|9343 E Shea Blvd, Ste 145|It is a good idea to provide some exercise class in  your gym.	We recommend you to set you gym's signs clear.	We recommend you increase cardio-sport equipments since it is popular.
9ROUND|Waxhaw|NC|3901 Providence Rd S|We suggest you make the price of the gym reasonable.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.
